,Life Status,Airbag Available,Seatbelt in Use,Gender,Age of Occ,Accident Year,Vehicle Year,Airbag Deploy,Occ Role
4918,alive,airbag,belted,m,37,1998,1998,deploy,driver
4919,alive,none,belted,f,29,1998,1993,unavail,driver
4920,alive,airbag,belted,f,22,1998,1998,nodeploy,driver
4921,alive,airbag,belted,f,51,1998,1996,deploy,driver
4922,alive,none,belted,f,29,1998,1996,unavail,pass
4923,alive,airbag,belted,f,43,1998,1995,nodeploy,driver
4924,alive,airbag,belted,m,61,1998,1995,nodeploy,pass
4925,alive,airbag,none,f,61,1998,1990,deploy,driver
4926,alive,airbag,belted,m,45,1998,1994,nodeploy,driver
4927,alive,airbag,belted,f,52,1998,1996,deploy,driver
4928,alive,airbag,none,m,22,1998,1996,deploy,pass
4929,alive,airbag,belted,m,39,1998,1996,deploy,driver
4930,dead,airbag,belted,f,34,1998,1996,deploy,pass
4931,alive,airbag,belted,m,49,1998,1998,deploy,driver
4932,alive,airbag,belted,f,44,1998,1998,deploy,pass
4933,alive,airbag,belted,m,25,1998,1998,deploy,driver
4934,alive,airbag,belted,m,28,1998,1991,deploy,driver
4935,alive,none,belted,f,48,1998,1993,unavail,driver
4936,dead,none,belted,f,46,1998,1988,unavail,driver
4937,alive,airbag,none,m,40,1998,1995,deploy,driver
4938,alive,airbag,belted,m,34,1998,1995,deploy,pass
4939,alive,none,belted,m,32,1998,1994,unavail,driver
4940,alive,none,belted,f,45,1998,1986,unavail,driver
4941,alive,airbag,belted,f,60,1998,1997,nodeploy,driver
4942,alive,airbag,belted,m,61,1998,1997,nodeploy,pass
4943,alive,airbag,belted,m,20,1998,1991,deploy,driver
4944,alive,airbag,belted,m,20,1998,1993,nodeploy,driver
4945,alive,none,belted,m,19,1998,1986,unavail,driver
4946,alive,airbag,belted,f,34,1998,1998,deploy,driver
4947,alive,airbag,belted,m,31,1998,1998,deploy,pass
4948,alive,none,belted,m,30,1998,1995,unavail,driver
4949,alive,airbag,belted,f,28,1998,1997,deploy,driver
4950,alive,airbag,belted,m,28,1998,1994,deploy,driver
4951,alive,airbag,belted,m,28,1998,1994,deploy,pass
4952,alive,airbag,belted,f,24,1998,1998,nodeploy,driver
4953,alive,airbag,belted,f,31,1998,1998,nodeploy,pass
4954,alive,airbag,belted,m,39,1998,1996,deploy,driver
4955,alive,none,none,f,30,1998,1996,unavail,pass
4956,alive,airbag,none,m,30,1998,1998,deploy,driver
4957,alive,airbag,belted,m,78,1998,1993,nodeploy,driver
4958,alive,airbag,belted,f,78,1998,1993,nodeploy,pass
4959,alive,airbag,belted,f,54,1998,1996,nodeploy,driver
4960,alive,none,belted,m,30,1998,1988,unavail,driver
4961,alive,airbag,none,m,42,1998,1996,deploy,driver
4962,alive,none,belted,m,40,1998,1991,unavail,driver
4963,alive,none,none,m,24,1998,1988,unavail,driver
4964,alive,none,belted,f,21,1998,1988,unavail,pass
4965,dead,airbag,belted,f,27,1998,1995,deploy,driver
4966,alive,airbag,belted,f,41,1998,1999,deploy,driver
4967,alive,airbag,belted,m,42,1998,1999,deploy,pass
4968,alive,airbag,belted,m,45,1998,1994,deploy,driver
4969,alive,airbag,belted,f,51,1998,1994,deploy,pass
4970,alive,none,none,f,19,1998,1989,unavail,driver
4971,alive,none,belted,f,31,1998,1994,unavail,driver
4972,alive,airbag,belted,f,36,1998,1995,nodeploy,driver
4973,alive,airbag,belted,f,38,1998,1995,nodeploy,pass
4974,dead,airbag,none,f,73,1998,1998,deploy,driver
4975,alive,airbag,none,m,54,1998,1998,deploy,driver
4976,alive,airbag,belted,f,51,1998,1992,nodeploy,driver
4977,dead,airbag,belted,m,54,1998,1995,deploy,driver
4978,alive,airbag,belted,f,69,1998,1994,deploy,driver
4979,alive,none,belted,m,33,1998,1994,unavail,pass
4980,alive,airbag,belted,m,22,1998,1997,nodeploy,driver
4981,alive,none,belted,m,21,1998,1989,unavail,driver
4982,alive,airbag,belted,m,33,1998,1994,deploy,driver
4983,alive,airbag,belted,m,27,1998,1994,deploy,driver
4984,alive,airbag,belted,f,19,1998,1998,deploy,driver
4985,alive,airbag,belted,f,45,1998,1998,deploy,pass
4986,alive,airbag,none,m,35,1998,1998,deploy,driver
4987,alive,airbag,belted,f,31,1998,1998,deploy,driver
4988,alive,airbag,belted,m,17,1998,1998,deploy,pass
4989,alive,airbag,none,m,27,1998,1998,deploy,driver
4990,alive,airbag,belted,f,18,1998,1998,deploy,pass
4991,alive,airbag,belted,f,41,1998,1998,deploy,driver
4992,alive,none,none,f,45,1998,1984,unavail,driver
4993,alive,airbag,none,f,39,1998,1996,deploy,driver
4994,alive,airbag,belted,f,41,1998,1997,nodeploy,driver
4995,alive,airbag,none,f,21,1998,1998,deploy,driver
4996,alive,airbag,none,m,31,1998,1998,deploy,pass
4997,alive,none,belted,m,21,1998,1983,unavail,driver
4998,alive,airbag,belted,f,18,1998,1997,nodeploy,driver
4999,alive,none,belted,m,16,1998,1986,unavail,driver
5000,alive,none,belted,m,17,1998,1989,unavail,driver
5001,alive,airbag,none,f,56,1998,1993,deploy,driver
5002,alive,airbag,belted,f,48,1998,1997,nodeploy,driver
5003,dead,airbag,belted,f,47,1998,1993,deploy,driver
5004,alive,airbag,belted,f,42,1998,1996,deploy,driver
5005,alive,none,belted,m,17,1998,1987,unavail,driver
5006,alive,none,belted,m,18,1998,1992,unavail,driver
5007,alive,airbag,belted,m,53,1998,1995,deploy,driver
5008,dead,airbag,none,m,42,1998,1991,deploy,driver
5009,alive,airbag,none,m,63,1998,1996,deploy,driver
5010,alive,airbag,belted,f,39,1998,1996,nodeploy,driver
5011,alive,none,belted,m,17,1998,1989,unavail,driver
5012,alive,none,belted,m,17,1998,1989,unavail,pass
5013,alive,none,belted,m,25,1998,1992,unavail,driver
5014,alive,none,belted,f,24,1998,1992,unavail,pass
5015,alive,airbag,none,f,45,1998,1993,nodeploy,driver
5016,alive,none,belted,m,17,1998,1993,unavail,driver
5017,alive,none,belted,m,60,1998,1985,unavail,driver
5018,alive,airbag,belted,m,56,1998,1997,nodeploy,driver
5019,alive,airbag,belted,f,53,1998,1997,nodeploy,pass
5020,alive,none,belted,m,19,1998,1991,unavail,driver
5021,alive,none,belted,m,19,1998,1991,unavail,pass
5022,dead,none,belted,f,47,1998,1986,unavail,driver
5023,dead,airbag,none,m,34,1998,1996,deploy,driver
5024,alive,airbag,belted,m,69,1998,1993,deploy,driver
5025,alive,airbag,belted,f,23,1998,1995,deploy,driver
5026,alive,airbag,belted,m,23,1998,1998,nodeploy,driver
5027,alive,airbag,belted,f,20,1998,1998,nodeploy,pass
5028,alive,airbag,belted,m,47,1998,1997,nodeploy,driver
5029,alive,airbag,belted,f,49,1998,1996,nodeploy,driver
5030,alive,none,belted,m,28,1998,1990,unavail,driver
5031,dead,none,none,f,16,1998,1985,unavail,driver
5032,alive,none,none,f,50,1998,1992,unavail,driver
5033,alive,airbag,none,m,20,1998,1995,nodeploy,driver
5034,alive,airbag,belted,m,46,1998,1997,nodeploy,driver
5035,alive,none,belted,m,17,1998,1987,unavail,driver
5036,alive,none,belted,m,17,1998,1987,unavail,pass
5037,alive,airbag,belted,m,28,1998,1997,deploy,driver
5038,alive,airbag,belted,m,32,1998,1997,deploy,driver
5039,alive,none,belted,m,42,1998,1996,unavail,driver
5040,alive,airbag,belted,m,60,1998,1998,nodeploy,driver
5041,alive,airbag,belted,m,30,1998,1995,nodeploy,driver
5042,alive,airbag,none,f,73,1998,1994,deploy,driver
5043,alive,airbag,belted,f,42,1998,1996,nodeploy,driver
5044,alive,airbag,belted,f,66,1998,1995,nodeploy,driver
5045,alive,none,belted,f,21,1998,1993,unavail,driver
5046,alive,none,belted,f,38,1998,1993,unavail,pass
5047,alive,airbag,belted,m,28,1998,1993,nodeploy,driver
5048,alive,airbag,belted,f,18,1998,1997,nodeploy,driver
5049,alive,airbag,belted,f,48,1998,1997,nodeploy,pass
5050,alive,none,belted,m,27,1998,1993,unavail,driver
5051,alive,airbag,none,f,27,1998,1995,deploy,driver
5052,alive,none,belted,m,19,1998,1988,unavail,driver
5053,alive,airbag,belted,m,25,1998,1996,nodeploy,driver
5054,alive,airbag,belted,f,27,1998,1996,nodeploy,pass
5055,alive,none,none,f,43,1998,1988,unavail,driver
5056,alive,none,belted,f,24,1998,1991,unavail,driver
5057,alive,airbag,belted,f,51,1998,1995,deploy,driver
5058,alive,none,belted,f,17,1998,1988,unavail,driver
5059,alive,none,none,m,17,1998,1988,unavail,pass
5060,alive,airbag,belted,f,25,1998,1995,nodeploy,driver
5061,alive,airbag,belted,m,35,1998,1996,nodeploy,driver
5062,alive,airbag,belted,m,57,1998,1998,deploy,driver
5063,alive,none,none,m,20,1998,1981,unavail,driver
5064,alive,airbag,none,m,55,1998,1996,deploy,driver
5065,alive,airbag,belted,f,71,1998,1994,deploy,driver
5066,alive,airbag,none,m,51,1998,1997,nodeploy,driver
5067,alive,airbag,belted,f,51,1998,1997,nodeploy,pass
5068,alive,none,none,f,33,1998,1986,unavail,driver
5069,alive,none,belted,m,26,1998,1990,unavail,driver
5070,alive,airbag,belted,m,40,1998,1996,deploy,driver
5071,alive,airbag,belted,m,23,1998,1993,nodeploy,driver
5072,alive,airbag,belted,m,38,1998,1997,deploy,driver
5073,alive,airbag,belted,m,67,1998,1996,deploy,driver
5074,alive,airbag,belted,f,62,1998,1996,deploy,pass
5075,alive,none,belted,m,72,1998,1990,unavail,driver
5076,alive,airbag,belted,f,74,1998,1992,deploy,driver
5077,alive,airbag,belted,f,28,1998,1995,nodeploy,driver
5078,alive,airbag,belted,m,26,1998,1996,nodeploy,driver
5079,alive,airbag,belted,m,46,1998,1997,deploy,driver
5080,alive,none,belted,m,16,1998,1988,unavail,driver
5081,alive,airbag,none,f,74,1998,1996,deploy,driver
5082,alive,none,belted,m,54,1998,1991,unavail,driver
5083,alive,airbag,belted,m,18,1998,1998,deploy,driver
5084,alive,airbag,belted,f,21,1998,1994,nodeploy,driver
5085,alive,none,none,f,64,1998,1985,unavail,driver
5086,alive,none,none,m,24,1998,1986,unavail,driver
5087,alive,none,none,m,24,1998,1986,unavail,pass
5088,alive,none,belted,f,38,1998,1985,unavail,driver
5089,alive,airbag,belted,m,20,1998,1993,nodeploy,driver
5090,alive,airbag,belted,m,21,1998,1993,nodeploy,pass
5091,alive,none,belted,f,79,1998,1992,unavail,driver
5092,alive,none,belted,m,29,1998,1989,unavail,driver
5093,alive,airbag,belted,f,62,1998,1997,nodeploy,driver
5094,alive,airbag,belted,f,86,1998,1997,nodeploy,pass
5095,alive,airbag,belted,m,19,1998,1990,deploy,driver
5096,alive,none,belted,m,18,1998,1991,unavail,driver
5097,alive,none,belted,f,16,1998,1991,unavail,pass
5098,alive,none,belted,m,50,1998,1993,unavail,driver
5099,alive,airbag,belted,m,51,1998,1997,nodeploy,driver
5100,alive,airbag,belted,f,21,1998,1996,deploy,driver
5101,alive,airbag,belted,f,38,1998,1993,deploy,driver
5102,alive,none,belted,m,29,1998,1990,unavail,driver
5103,alive,none,belted,f,25,1998,1990,unavail,pass
5104,alive,airbag,belted,f,33,1998,1996,nodeploy,driver
5105,alive,none,belted,m,55,1998,1995,unavail,driver
5106,alive,none,belted,m,46,1998,1987,unavail,driver
5107,alive,airbag,none,m,42,1998,1997,deploy,driver
5108,alive,airbag,belted,f,20,1998,1996,deploy,driver
5109,alive,airbag,belted,f,20,1998,1996,deploy,pass
5110,alive,none,belted,m,19,1998,1991,unavail,driver
5111,alive,none,belted,f,42,1998,1991,unavail,pass
5112,alive,none,belted,m,25,1998,1990,unavail,driver
5113,alive,none,belted,m,31,1998,1992,unavail,driver
5114,alive,none,none,m,28,1998,1992,unavail,pass
5115,alive,none,none,m,23,1998,1992,unavail,driver
5116,alive,none,belted,m,22,1998,1981,unavail,driver
5117,alive,airbag,belted,m,34,1998,1997,deploy,driver
5118,alive,airbag,belted,m,19,1998,1997,deploy,driver
5119,alive,airbag,belted,f,35,1998,1994,nodeploy,driver
5120,alive,none,belted,m,47,1998,1989,unavail,driver
5121,alive,none,belted,m,16,1998,1989,unavail,pass
5122,alive,none,belted,m,23,1998,1990,unavail,driver
5123,alive,airbag,none,m,22,1998,1996,deploy,driver
5124,alive,none,none,f,21,1998,1996,unavail,pass
5125,dead,none,none,f,17,1998,1994,unavail,driver
5126,alive,none,none,m,22,1998,1994,unavail,pass
5127,alive,airbag,none,f,52,1998,1991,deploy,driver
5128,alive,none,belted,m,30,1998,1991,unavail,pass
5129,alive,airbag,belted,m,49,1998,1990,deploy,driver
5130,dead,airbag,belted,m,16,1998,1998,deploy,driver
5131,dead,none,belted,f,19,1998,1992,unavail,driver
5132,alive,none,belted,f,56,1998,1985,unavail,driver
5133,alive,none,belted,m,32,1998,1994,unavail,driver
5134,alive,airbag,belted,f,40,1998,1996,deploy,driver
5135,alive,airbag,belted,f,44,1998,1995,deploy,driver
5136,alive,none,belted,m,19,1998,1990,unavail,driver
5137,alive,none,belted,m,21,1998,1990,unavail,pass
5138,alive,airbag,belted,m,31,1998,1994,deploy,driver
5139,alive,airbag,belted,f,69,1998,1996,deploy,driver
5140,alive,none,belted,f,41,1998,1991,unavail,driver
5141,alive,airbag,belted,f,18,1998,1991,deploy,driver
5142,alive,none,belted,m,17,1998,1991,unavail,pass
5143,alive,airbag,belted,f,18,1998,1996,nodeploy,driver
5144,alive,airbag,belted,m,37,1998,1995,deploy,driver
5145,alive,airbag,belted,m,55,1998,1996,nodeploy,driver
5146,alive,none,belted,f,49,1998,1989,unavail,driver
5147,alive,airbag,none,f,23,1998,1996,deploy,driver
5148,alive,none,none,m,32,1998,1987,unavail,driver
5149,alive,airbag,belted,f,35,1998,1995,deploy,driver
5150,alive,none,belted,f,68,1998,1984,unavail,driver
5151,alive,none,belted,f,17,1998,1988,unavail,driver
5152,alive,none,none,f,17,1998,1988,unavail,pass
5153,alive,airbag,none,f,17,1998,1995,deploy,driver
5154,alive,airbag,belted,f,36,1998,1995,deploy,driver
5155,alive,none,none,m,43,1998,1987,unavail,driver
5156,alive,airbag,belted,f,33,1998,1993,deploy,driver
5157,alive,none,none,m,70,1998,1983,unavail,driver
5158,alive,none,none,m,30,1998,1986,unavail,driver
5159,alive,none,none,m,34,1998,1985,unavail,driver
5160,alive,none,none,f,17,1998,1985,unavail,pass
5161,alive,none,belted,f,39,1998,1991,unavail,driver
5162,alive,airbag,belted,m,28,1998,1992,nodeploy,driver
5163,alive,airbag,belted,f,18,1998,1992,nodeploy,pass
5164,alive,airbag,belted,f,31,1998,1993,deploy,driver
5165,alive,none,belted,f,23,1998,1993,unavail,pass
5166,dead,none,belted,f,46,1998,1988,unavail,driver
5167,alive,none,belted,f,32,1998,1992,unavail,driver
5168,alive,airbag,none,m,58,1998,1992,deploy,driver
5169,alive,none,belted,f,57,1998,1992,unavail,pass
5170,alive,airbag,belted,f,50,1998,1998,nodeploy,driver
5171,alive,airbag,belted,f,18,1998,1999,nodeploy,driver
5172,alive,airbag,none,f,39,1998,1997,deploy,driver
5173,alive,none,belted,f,37,1998,1994,unavail,driver
5174,alive,airbag,belted,f,23,1998,1995,deploy,driver
5175,alive,none,belted,m,46,1998,1986,unavail,driver
5176,alive,none,belted,f,42,1998,1986,unavail,pass
5177,alive,airbag,none,f,49,1998,1997,nodeploy,driver
5178,alive,airbag,belted,f,20,1998,1995,deploy,driver
5179,alive,airbag,none,m,29,1998,1998,nodeploy,driver
5180,alive,airbag,belted,m,32,1998,1998,nodeploy,pass
5181,alive,none,none,m,24,1998,1989,unavail,driver
5182,alive,airbag,belted,f,16,1998,1997,deploy,driver
5183,alive,airbag,belted,f,35,1998,1992,nodeploy,driver
5184,alive,none,none,m,18,1998,1988,unavail,driver
5185,alive,none,none,m,21,1998,1988,unavail,pass
5186,alive,airbag,belted,f,20,1998,1998,nodeploy,driver
5187,alive,airbag,none,m,20,1998,1998,deploy,driver
5188,alive,none,none,m,21,1998,1979,unavail,driver
5189,alive,none,none,m,32,1998,1988,unavail,driver
5190,alive,none,none,m,33,1998,1988,unavail,pass
5191,alive,none,belted,m,32,1998,1990,unavail,driver
5192,alive,airbag,none,m,69,1998,1999,deploy,driver
5193,alive,none,none,m,62,1998,1972,unavail,driver
5194,dead,airbag,none,m,36,1998,1996,nodeploy,driver
5195,alive,airbag,belted,f,33,1998,1998,deploy,driver
5196,alive,airbag,belted,f,60,1998,1998,deploy,driver
5197,alive,airbag,belted,f,47,1998,1994,deploy,driver
5198,alive,none,none,f,46,1998,1993,unavail,driver
5199,alive,airbag,belted,m,44,1998,1997,deploy,driver
5200,alive,airbag,belted,m,56,1998,1996,nodeploy,driver
5201,alive,airbag,belted,m,73,1998,1995,deploy,driver
5202,alive,airbag,belted,f,73,1998,1995,deploy,pass
5203,alive,airbag,belted,m,73,1998,1998,deploy,driver
5204,alive,none,belted,f,23,1998,1993,unavail,driver
5205,alive,none,belted,m,22,1998,1993,unavail,pass
5206,alive,airbag,none,m,17,1998,1995,deploy,driver
5207,alive,airbag,none,f,16,1998,1995,deploy,pass
5208,alive,airbag,belted,f,19,1998,1990,deploy,driver
5209,alive,none,belted,m,55,1998,1985,unavail,driver
5210,alive,none,none,f,26,1998,1985,unavail,pass
5211,alive,airbag,belted,f,52,1998,1998,nodeploy,driver
5212,alive,airbag,belted,m,70,1998,1998,nodeploy,pass
5213,alive,none,belted,f,16,1998,1985,unavail,driver
5214,alive,none,none,m,21,1998,1986,unavail,driver
5215,alive,none,none,f,21,1998,1986,unavail,pass
5216,alive,none,belted,m,24,1998,1994,unavail,driver
5217,dead,none,belted,m,24,1998,1994,unavail,pass
5218,dead,airbag,belted,m,74,1998,1994,nodeploy,driver
5219,alive,none,none,f,22,1998,1993,unavail,driver
5220,alive,none,belted,m,51,1998,1993,unavail,driver
5221,alive,none,belted,f,49,1998,1993,unavail,pass
5222,alive,airbag,belted,f,34,1998,1998,deploy,driver
5223,dead,airbag,none,m,80,1998,1998,nodeploy,driver
5224,alive,none,belted,f,43,1998,1993,unavail,driver
5225,alive,none,none,m,36,1998,1991,unavail,driver
5226,alive,airbag,belted,m,22,1998,1993,deploy,driver
5227,alive,none,belted,m,22,1998,1993,unavail,pass
5228,alive,airbag,none,m,73,1998,1997,deploy,driver
5229,alive,airbag,belted,f,45,1998,1997,deploy,driver
5230,alive,airbag,none,f,26,1998,1995,deploy,driver
5231,alive,airbag,none,f,26,1998,1995,deploy,pass
5232,alive,airbag,none,m,41,1998,1997,deploy,driver
5233,alive,airbag,belted,f,23,1998,1995,deploy,driver
5234,alive,airbag,belted,m,38,1998,1994,deploy,driver
5235,alive,airbag,belted,m,28,1998,1997,deploy,driver
5236,alive,airbag,belted,m,49,1998,1998,deploy,driver
5237,alive,none,belted,f,16,1998,1993,unavail,driver
5238,alive,airbag,belted,f,20,1998,1998,deploy,driver
5239,alive,airbag,belted,f,21,1998,1998,deploy,pass
5240,alive,airbag,belted,f,23,1998,1998,deploy,driver
5241,alive,airbag,belted,m,29,1998,1998,deploy,driver
5242,alive,airbag,belted,m,22,1998,1998,deploy,driver
5243,alive,airbag,belted,m,25,1998,1998,deploy,driver
5244,alive,airbag,belted,f,41,1998,1998,deploy,driver
5245,alive,airbag,belted,f,21,1998,1998,deploy,driver
5246,alive,airbag,none,f,17,1998,1998,deploy,driver
5247,alive,airbag,belted,m,42,1998,1999,deploy,driver
5248,alive,airbag,belted,f,47,1998,1998,deploy,driver
5249,alive,none,belted,f,37,1998,1993,unavail,driver
5250,alive,none,none,m,21,1998,1989,unavail,driver
5251,alive,none,belted,m,18,1998,1989,unavail,driver
5252,alive,none,belted,m,17,1998,1989,unavail,pass
5253,alive,none,belted,f,61,1998,1989,unavail,driver
5254,dead,airbag,belted,m,22,1998,1991,deploy,driver
5255,alive,none,belted,m,26,1998,1994,unavail,driver
5256,alive,none,none,m,24,1998,1986,unavail,driver
5257,alive,none,none,f,47,1998,1986,unavail,pass
5258,alive,none,belted,m,27,1998,1991,unavail,driver
5259,alive,airbag,belted,f,23,1998,1997,deploy,driver
5260,alive,airbag,belted,m,55,1998,1996,deploy,driver
5261,alive,airbag,belted,m,29,1998,1994,deploy,driver
5262,alive,airbag,belted,f,39,1998,1997,deploy,driver
5263,alive,airbag,none,m,19,1998,1995,deploy,driver
5264,alive,airbag,belted,f,33,1998,1996,deploy,driver
5265,alive,none,none,m,52,1998,1986,unavail,driver
5266,alive,none,belted,m,28,1998,1986,unavail,driver
5267,alive,none,belted,f,84,1998,1984,unavail,driver
5268,alive,airbag,belted,f,26,1998,1997,deploy,driver
5269,alive,none,none,m,20,1998,1979,unavail,driver
5270,alive,airbag,belted,m,40,1998,1994,deploy,driver
5271,alive,none,belted,m,37,1998,1980,unavail,driver
5272,alive,none,none,m,36,1998,1980,unavail,pass
5273,alive,none,belted,m,42,1998,1986,unavail,driver
5274,alive,airbag,none,m,21,1998,1997,deploy,driver
5275,alive,none,belted,m,33,1998,1990,unavail,driver
